frame,track_id_a,track_id_b,cost_px,status
314,68,52,63.1,matched
314,50,53,60.8,matched
314,22,,,unmatched_a_extra
314,64,,,unmatched_a_extra
315,9,57,13.2,matched
315,22,53,315.2,rejected_too_far
315,68,52,74.2,matched
315,50,55,47.9,matched
315,5,,,unmatched_a_extra
315,64,,,unmatched_a_extra
316,9,57,18.5,matched
316,22,53,188.4,rejected_too_far
316,68,52,76.0,matched
316,50,55,128.4,matched
316,5,,,unmatched_a_extra
316,64,,,unmatched_a_extra
317,9,57,28.2,matched
317,5,55,370.8,rejected_too_far
317,22,53,129.7,matched
317,68,52,76.8,matched
317,64,,,unmatched_a_extra
318,9,57,31.8,matched
318,5,55,366.6,rejected_too_far
318,22,53,118.5,matched
318,68,52,77.6,matched
318,64,,,unmatched_a_extra
319,9,57,28.2,matched
319,22,53,107.1,matched
319,68,52,79.5,matched
319,5,,,unmatched_a_extra
319,64,,,unmatched_a_extra
320,9,57,26.8,matched
320,22,53,79.0,matched
320,68,52,81.4,matched
320,5,,,unmatched_a_extra
320,64,,,unmatched_a_extra
320,50,,,unmatched_a_extra
321,9,57,34.2,matched
321,22,53,66.7,matched
321,68,52,81.4,matched
321,5,,,unmatched_a_extra
321,64,,,unmatched_a_extra
321,50,,,unmatched_a_extra
322,9,57,42.3,matched
322,22,53,59.5,matched
322,68,52,78.7,matched
322,5,,,unmatched_a_extra
322,64,,,unmatched_a_extra
322,50,,,unmatched_a_extra
323,9,57,39.8,matched
323,22,53,56.6,matched
323,68,52,76.8,matched
323,50,55,19.8,matched
323,5,,,unmatched_a_extra
323,64,,,unmatched_a_extra
324,9,57,34.1,matched
324,22,53,49.3,matched
324,68,52,74.6,matched
324,50,55,16.9,matched
324,5,,,unmatched_a_extra
324,64,,,unmatched_a_extra
325,9,57,34.6,matched
325,22,53,53.1,matched
325,68,52,63.6,matched
325,50,55,8.2,matched
325,5,,,unmatched_a_extra
325,64,,,unmatched_a_extra
326,9,57,39.2,matched
326,22,53,34.0,matched
326,68,52,51.7,matched
326,50,55,3.8,matched
326,5,,,unmatched_a_extra
326,64,,,unmatched_a_extra
327,9,57,54.2,matched
327,22,53,34.4,matched
327,68,52,47.6,matched
327,50,55,5.3,matched
327,5,,,unmatched_a_extra
327,64,,,unmatched_a_extra
328,9,57,57.2,matched
328,22,53,38.4,matched
328,68,52,52.6,matched
328,50,55,5.4,matched
328,5,,,unmatched_a_extra
328,64,,,unmatched_a_extra
329,9,57,52.9,matched
329,22,53,18.9,matched
329,68,52,41.1,matched
329,50,55,4.0,matched
329,5,,,unmatched_a_extra
329,64,,,unmatched_a_extra
330,9,57,52.4,matched
330,22,53,15.3,matched
330,68,52,35.5,matched
330,50,55,3.7,matched
330,5,,,unmatched_a_extra
330,64,,,unmatched_a_extra
331,9,57,52.1,matched
331,22,53,14.7,matched
331,68,52,32.0,matched
331,64,62,273.4,rejected_too_far
331,50,55,4.7,matched
331,5,,,unmatched_a_extra
332,9,57,55.7,matched
332,22,53,13.5,matched
332,68,52,30.4,matched
332,64,62,239.2,rejected_too_far
332,50,55,6.2,matched
332,5,,,unmatched_a_extra
333,9,57,64.3,matched
333,22,53,12.3,matched
333,68,52,23.1,matched
333,64,62,209.8,rejected_too_far
333,50,55,3.9,matched
333,5,,,unmatched_a_extra
334,9,57,74.4,matched
334,22,53,10.5,matched
334,68,52,21.0,matched
334,64,62,197.1,rejected_too_far
334,50,55,5.3,matched
334,5,,,unmatched_a_extra
335,5,57,72.6,matched
335,22,53,6.8,matched
335,68,52,15.9,matched
335,64,62,161.9,rejected_too_far
335,50,55,7.4,matched
335,9,,,unmatched_a_extra
336,5,57,73.5,matched
336,22,53,8.7,matched
336,68,52,13.3,matched
336,64,62,138.9,matched
336,50,55,9.9,matched
336,9,,,unmatched_a_extra
337,5,57,82.0,matched
337,22,53,25.2,matched
337,68,52,13.9,matched
337,64,62,138.5,matched
337,50,55,2.2,matched
337,9,,,unmatched_a_extra
338,9,53,236.4,rejected_too_far
338,5,57,75.1,matched
338,68,52,8.2,matched
338,64,62,109.8,matched
338,50,55,6.4,matched
339,9,53,229.3,rejected_too_far
339,5,57,70.3,matched
339,68,52,9.9,matched
339,64,62,103.7,matched
339,50,55,13.3,matched
340,9,53,228.1,rejected_too_far
340,5,57,69.3,matched
340,68,52,10.8,matched
340,64,62,81.8,matched
340,50,55,13.8,matched
341,9,53,222.2,rejected_too_far
341,5,57,63.1,matched
341,68,52,3.3,matched
341,64,62,70.9,matched
341,50,55,4.2,matched
342,68,52,14.0,matched
342,64,62,69.7,matched
342,50,55,2.1,matched
342,22,53,2.4,matched
342,9,,,unmatched_a_extra
342,5,,,unmatched_a_extra
343,68,52,21.0,matched
343,64,62,74.5,matched
343,50,55,3.1,matched
343,22,53,11.4,matched
343,9,,,unmatched_a_extra
343,5,,,unmatched_a_extra
344,9,53,196.0,rejected_too_far
344,68,52,16.5,matched
344,64,62,64.2,matched
344,22,55,137.3,matched
344,5,,,unmatched_a_extra
345,9,53,194.1,rejected_too_far
345,68,52,18.9,matched
345,64,62,63.0,matched
345,22,55,147.3,matched
345,5,,,unmatched_a_extra
346,9,53,188.7,rejected_too_far
346,68,52,31.8,matched
346,64,62,67.3,matched
346,22,55,152.6,rejected_too_far
346,5,,,unmatched_a_extra
347,68,52,39.8,matched
347,64,62,55.6,matched
347,22,53,15.2,matched
347,78,55,10.7,matched
347,9,,,unmatched_a_extra
347,5,,,unmatched_a_extra
348,68,52,36.1,matched
348,64,62,50.7,matched
348,22,53,16.2,matched
348,78,55,27.3,matched
348,9,,,unmatched_a_extra
348,5,,,unmatched_a_extra
349,68,52,31.4,matched
349,64,62,50.7,matched
349,22,53,16.4,matched
349,78,55,59.8,matched
349,9,,,unmatched_a_extra
349,5,,,unmatched_a_extra
350,9,53,163.9,rejected_too_far
350,68,52,31.7,matched
350,64,62,65.7,matched
350,22,55,192.1,rejected_too_far
350,5,,,unmatched_a_extra
351,68,53,152.2,rejected_too_far
351,64,62,53.7,matched
351,22,55,196.3,rejected_too_far
351,9,,,unmatched_a_extra
351,5,,,unmatched_a_extra
352,64,62,30.8,matched
352,22,53,26.1,matched
352,9,,,unmatched_a_extra
352,5,,,unmatched_a_extra
352,68,,,unmatched_a_extra
353,9,53,144.3,matched
353,64,66,52.0,matched
353,22,62,211.7,rejected_too_far
353,5,,,unmatched_a_extra
353,68,,,unmatched_a_extra
354,9,53,138.5,matched
354,68,62,359.5,rejected_too_far
354,22,66,250.8,rejected_too_far
354,5,,,unmatched_a_extra
355,9,66,425.6,rejected_too_far
355,5,53,136.7,matched
355,22,62,197.6,rejected_too_far
356,9,53,127.1,matched
356,22,62,199.8,rejected_too_far
356,81,66,17.1,matched
356,5,,,unmatched_a_extra
356,68,,,unmatched_a_extra
357,5,53,127.0,matched
357,22,62,203.3,rejected_too_far
357,81,66,18.3,matched
357,9,,,unmatched_a_extra
357,68,,,unmatched_a_extra
358,22,53,37.1,matched
358,81,66,20.5,matched
358,64,62,73.3,matched
358,9,,,unmatched_a_extra
358,5,,,unmatched_a_extra
358,68,,,unmatched_a_extra
359,22,53,37.2,matched
359,81,66,22.9,matched
359,64,62,30.2,matched
359,9,,,unmatched_a_extra
359,5,,,unmatched_a_extra
359,68,,,unmatched_a_extra
360,22,53,42.7,matched
360,81,66,18.8,matched
360,64,62,22.1,matched
360,9,,,unmatched_a_extra
360,5,,,unmatched_a_extra
360,68,,,unmatched_a_extra
361,22,53,48.1,matched
361,81,66,21.5,matched
361,64,62,6.9,matched
361,9,,,unmatched_a_extra
361,5,,,unmatched_a_extra
361,68,,,unmatched_a_extra
362,22,53,60.6,matched
362,81,66,24.5,matched
362,64,62,3.3,matched
362,9,,,unmatched_a_extra
362,5,,,unmatched_a_extra
362,68,,,unmatched_a_extra
363,22,53,62.4,matched
363,81,66,24.3,matched
363,64,62,4.2,matched
363,9,,,unmatched_a_extra
363,5,,,unmatched_a_extra
363,68,,,unmatched_a_extra
364,22,53,59.0,matched
364,81,66,39.3,matched
364,64,62,7.4,matched
364,9,,,unmatched_a_extra
364,5,,,unmatched_a_extra
364,68,,,unmatched_a_extra
365,22,53,64.2,matched
365,81,66,43.0,matched
365,64,62,2.6,matched
365,5,,,unmatched_a_extra
365,68,,,unmatched_a_extra
366,22,53,73.9,matched
366,81,66,51.0,matched
366,64,62,3.2,matched
366,5,,,unmatched_a_extra
366,68,,,unmatched_a_extra
367,22,53,74.1,matched
367,81,66,53.0,matched
367,64,62,2.3,matched
367,5,,,unmatched_a_extra
367,68,,,unmatched_a_extra
368,22,53,72.1,matched
368,81,66,57.4,matched
368,64,62,3.4,matched
368,5,,,unmatched_a_extra
368,68,,,unmatched_a_extra
369,22,53,70.3,matched
369,81,66,64.2,matched
369,64,62,4.6,matched
369,5,,,unmatched_a_extra
369,68,,,unmatched_a_extra
370,22,53,76.0,matched
370,81,66,71.8,matched
370,64,62,3.3,matched
370,5,,,unmatched_a_extra
370,68,,,unmatched_a_extra
371,5,53,72.7,matched
371,81,66,73.5,matched
371,64,62,3.2,matched
371,22,,,unmatched_a_extra
371,68,,,unmatched_a_extra
372,5,53,68.3,matched
372,81,66,61.0,matched
372,64,62,5.8,matched
372,22,,,unmatched_a_extra
372,68,,,unmatched_a_extra
373,5,53,70.6,matched
373,81,66,74.7,matched
373,64,62,4.3,matched
373,22,,,unmatched_a_extra
373,68,,,unmatched_a_extra
374,22,53,75.1,matched
374,81,66,81.1,matched
374,64,62,1.3,matched
374,68,,,unmatched_a_extra
375,81,66,81.6,matched
375,64,62,2.8,matched
375,22,,,unmatched_a_extra
375,68,,,unmatched_a_extra
376,81,66,89.0,matched
376,64,62,6.0,matched
376,22,,,unmatched_a_extra
376,68,,,unmatched_a_extra
377,81,66,112.1,matched
377,64,62,6.2,matched
377,22,,,unmatched_a_extra
377,68,,,unmatched_a_extra
378,81,66,121.3,matched
378,64,62,4.4,matched
378,22,,,unmatched_a_extra
378,68,,,unmatched_a_extra
379,81,66,113.3,matched
379,64,62,2.2,matched
379,22,,,unmatched_a_extra
379,68,,,unmatched_a_extra
380,81,66,108.1,matched
380,64,62,8.4,matched
380,22,,,unmatched_a_extra
380,68,,,unmatched_a_extra
381,81,66,114.2,matched
381,64,62,5.9,matched
381,22,,,unmatched_a_extra
381,68,,,unmatched_a_extra
382,81,66,155.3,rejected_too_far
382,64,62,8.7,matched
382,22,,,unmatched_a_extra
382,68,,,unmatched_a_extra
383,81,66,146.9,matched
383,64,62,6.1,matched
383,22,,,unmatched_a_extra
383,68,,,unmatched_a_extra
384,81,66,149.2,matched
384,64,62,9.4,matched
384,22,,,unmatched_a_extra
384,68,,,unmatched_a_extra
385,81,66,153.4,rejected_too_far
385,64,62,9.6,matched
385,22,,,unmatched_a_extra
385,68,,,unmatched_a_extra
386,81,66,153.3,rejected_too_far
386,64,62,4.8,matched
386,22,,,unmatched_a_extra
386,68,,,unmatched_a_extra
387,81,66,164.8,rejected_too_far
387,64,62,5.5,matched
387,22,,,unmatched_a_extra
387,68,,,unmatched_a_extra
388,81,66,136.9,matched
388,64,62,10.8,matched
388,22,,,unmatched_a_extra
388,68,,,unmatched_a_extra
389,81,66,131.2,matched
389,64,62,11.3,matched
389,22,,,unmatched_a_extra
389,68,,,unmatched_a_extra
390,81,66,126.0,matched
390,64,62,7.9,matched
390,22,,,unmatched_a_extra
390,68,,,unmatched_a_extra
391,81,66,108.2,matched
391,64,62,7.9,matched
391,22,,,unmatched_a_extra
391,68,,,unmatched_a_extra
392,81,66,83.5,matched
392,64,62,8.1,matched
392,22,,,unmatched_a_extra
392,68,,,unmatched_a_extra
393,81,66,74.4,matched
393,64,62,8.6,matched
393,22,,,unmatched_a_extra
393,68,,,unmatched_a_extra
394,81,66,73.5,matched
394,64,62,8.5,matched
394,22,,,unmatched_a_extra
394,68,,,unmatched_a_extra
395,81,66,69.1,matched
395,68,,,unmatched_a_extra
395,64,,,unmatched_a_extra
396,81,66,64.1,matched
396,64,62,31.0,matched
396,68,,,unmatched_a_extra
397,81,66,60.2,matched
397,64,62,15.9,matched
397,68,,,unmatched_a_extra
398,81,66,56.9,matched
398,64,62,8.2,matched
398,68,,,unmatched_a_extra
399,81,66,56.0,matched
399,64,62,8.4,matched
399,68,,,unmatched_a_extra
400,81,66,49.5,matched
400,64,62,10.0,matched
400,68,,,unmatched_a_extra
401,81,66,47.2,matched
401,64,62,8.9,matched
401,68,,,unmatched_a_extra
402,81,66,44.5,matched
402,64,62,5.6,matched
402,68,,,unmatched_a_extra
403,81,66,41.5,matched
403,64,62,4.5,matched
403,68,,,unmatched_a_extra
404,81,66,33.5,matched
404,,62,,unmatched_b_extra
405,81,66,29.0,matched
405,88,62,3.9,matched
406,81,66,30.2,matched
406,88,62,7.4,matched
407,81,66,28.6,matched
407,88,62,8.5,matched
408,81,66,27.8,matched
408,88,62,7.8,matched
409,81,66,28.1,matched
409,88,62,8.6,matched
410,81,66,29.6,matched
410,88,62,7.7,matched
411,81,66,30.2,matched
411,88,62,8.2,matched
412,81,66,31.5,matched
412,88,62,9.5,matched
413,81,66,32.8,matched
413,88,62,9.4,matched
414,81,66,33.3,matched
414,88,62,11.3,matched
415,81,66,32.4,matched
415,88,62,8.4,matched
416,81,66,31.9,matched
416,88,62,7.7,matched
417,81,66,31.8,matched
417,88,62,10.9,matched
418,81,66,30.1,matched
418,88,62,8.9,matched
419,81,66,29.8,matched
419,88,62,5.7,matched
420,81,66,28.8,matched
420,88,62,2.1,matched
421,81,66,28.9,matched
421,88,62,2.7,matched
421,89,,,unmatched_a_extra
422,81,66,29.4,matched
422,88,62,2.8,matched
422,89,,,unmatched_a_extra
423,81,66,27.4,matched
423,88,62,3.2,matched
423,89,,,unmatched_a_extra
424,81,66,27.6,matched
424,88,62,1.0,matched
424,89,,,unmatched_a_extra
425,81,66,28.2,matched
425,88,62,1.4,matched
425,89,,,unmatched_a_extra
426,81,66,27.2,matched
426,88,62,4.4,matched
426,89,,,unmatched_a_extra
427,81,66,27.2,matched
427,88,62,2.7,matched
427,89,,,unmatched_a_extra
428,81,66,29.6,matched
428,88,62,2.0,matched
428,89,,,unmatched_a_extra
429,81,66,29.4,matched
429,88,62,0.3,matched
429,89,,,unmatched_a_extra
430,81,66,29.7,matched
430,88,62,3.7,matched
430,89,,,unmatched_a_extra
431,81,66,30.2,matched
431,88,62,7.9,matched
431,89,,,unmatched_a_extra
432,81,66,32.1,matched
432,88,62,9.5,matched
432,89,,,unmatched_a_extra
433,81,66,31.8,matched
433,88,62,6.9,matched
433,89,,,unmatched_a_extra
434,81,66,35.6,matched
434,88,62,8.2,matched
434,89,,,unmatched_a_extra
435,81,66,34.6,matched
435,88,62,5.7,matched
435,89,,,unmatched_a_extra
436,81,66,36.0,matched
436,88,62,12.1,matched
436,89,,,unmatched_a_extra
437,81,66,36.4,matched
437,88,62,1.9,matched
437,89,,,unmatched_a_extra
438,81,66,43.0,matched
438,88,62,2.5,matched
438,89,,,unmatched_a_extra
439,81,66,40.5,matched
439,88,62,2.9,matched
439,89,,,unmatched_a_extra
440,81,66,44.5,matched
440,88,62,4.2,matched
440,89,,,unmatched_a_extra
441,81,66,45.2,matched
441,88,62,1.1,matched
441,89,,,unmatched_a_extra
442,81,66,44.9,matched
442,88,62,2.7,matched
442,89,,,unmatched_a_extra
443,81,66,37.9,matched
443,88,62,8.5,matched
443,89,,,unmatched_a_extra
444,81,66,30.6,matched
444,88,62,1.9,matched
444,89,,,unmatched_a_extra
445,81,66,25.4,matched
445,88,62,7.7,matched
445,89,,,unmatched_a_extra
446,81,66,22.0,matched
446,88,62,4.9,matched
446,89,,,unmatched_a_extra
447,81,66,20.8,matched
447,88,62,4.9,matched
447,89,,,unmatched_a_extra
448,81,66,22.8,matched
448,88,62,35.9,matched
448,89,,,unmatched_a_extra
449,81,66,24.5,matched
449,88,62,50.7,matched
449,89,,,unmatched_a_extra
450,81,66,20.5,matched
450,88,62,66.9,matched
450,89,,,unmatched_a_extra
451,81,66,17.8,matched
451,88,62,77.1,matched
451,89,,,unmatched_a_extra
452,81,66,13.9,matched
452,88,62,82.0,matched
452,89,,,unmatched_a_extra
453,81,66,16.7,matched
453,88,62,83.8,matched
453,89,,,unmatched_a_extra
454,81,66,17.0,matched
454,88,,,unmatched_a_extra
454,89,,,unmatched_a_extra
455,81,66,15.8,matched
455,88,,,unmatched_a_extra
455,89,,,unmatched_a_extra
456,81,66,11.1,matched
456,88,,,unmatched_a_extra
456,89,,,unmatched_a_extra
457,81,66,9.1,matched
457,88,,,unmatched_a_extra
457,89,,,unmatched_a_extra
458,81,66,16.8,matched
458,88,,,unmatched_a_extra
458,89,,,unmatched_a_extra
459,81,66,27.1,matched
459,88,,,unmatched_a_extra
459,89,,,unmatched_a_extra
460,81,66,19.0,matched
460,89,,,unmatched_a_extra
461,81,66,24.2,matched
461,89,,,unmatched_a_extra
462,81,66,31.9,matched
462,89,,,unmatched_a_extra
462,92,,,unmatched_a_extra
462,88,,,unmatched_a_extra
463,81,66,22.3,matched
463,89,72,25.7,matched
463,92,,,unmatched_a_extra
463,88,,,unmatched_a_extra
464,81,66,16.7,matched
464,89,73,51.9,matched
464,92,,,unmatched_a_extra
464,88,,,unmatched_a_extra
465,81,66,16.2,matched
465,89,73,64.7,matched
465,92,,,unmatched_a_extra
465,88,,,unmatched_a_extra
466,81,66,30.3,matched
466,89,73,70.6,matched
466,92,,,unmatched_a_extra
466,88,,,unmatched_a_extra
467,81,66,36.5,matched
467,89,73,67.8,matched
467,92,,,unmatched_a_extra
467,88,,,unmatched_a_extra
468,81,66,44.1,matched
468,88,73,69.7,matched
468,89,,,unmatched_a_extra
468,92,,,unmatched_a_extra
469,81,66,50.1,matched
469,89,,,unmatched_a_extra
469,92,,,unmatched_a_extra
469,88,,,unmatched_a_extra
470,81,66,54.2,matched
470,88,72,33.6,matched
470,89,,,unmatched_a_extra
470,92,,,unmatched_a_extra
471,81,72,14.9,matched
471,88,73,67.5,matched
471,89,,,unmatched_a_extra
471,92,,,unmatched_a_extra
472,89,72,41.8,matched
472,88,73,68.3,matched
472,92,,,unmatched_a_extra
473,89,72,47.0,matched
473,88,73,65.4,matched
473,92,,,unmatched_a_extra
474,89,72,16.0,matched
474,92,,,unmatched_a_extra
474,88,,,unmatched_a_extra
474,81,,,unmatched_a_extra
475,81,72,84.8,matched
475,92,,,unmatched_a_extra
475,88,,,unmatched_a_extra
476,81,72,115.2,matched
476,92,,,unmatched_a_extra
476,88,,,unmatched_a_extra
477,81,72,137.8,matched
477,92,,,unmatched_a_extra
477,88,,,unmatched_a_extra
478,81,72,150.7,rejected_too_far
478,92,,,unmatched_a_extra
478,88,,,unmatched_a_extra
479,81,72,173.5,rejected_too_far
479,92,,,unmatched_a_extra
479,88,,,unmatched_a_extra
480,89,72,21.0,matched
480,92,,,unmatched_a_extra
480,88,,,unmatched_a_extra
480,81,,,unmatched_a_extra
481,89,72,10.8,matched
481,92,,,unmatched_a_extra
481,88,,,unmatched_a_extra
481,81,,,unmatched_a_extra
482,89,72,21.1,matched
482,92,,,unmatched_a_extra
482,88,,,unmatched_a_extra
482,81,,,unmatched_a_extra
483,89,72,28.2,matched
483,92,,,unmatched_a_extra
483,81,,,unmatched_a_extra
484,89,72,22.4,matched
484,92,,,unmatched_a_extra
484,81,,,unmatched_a_extra
485,89,72,12.5,matched
485,92,,,unmatched_a_extra
485,81,,,unmatched_a_extra
486,89,72,7.0,matched
486,92,,,unmatched_a_extra
486,81,,,unmatched_a_extra
486,88,,,unmatched_a_extra
487,89,72,19.1,matched
487,92,,,unmatched_a_extra
487,81,,,unmatched_a_extra
487,88,,,unmatched_a_extra
488,89,72,17.2,matched
488,92,,,unmatched_a_extra
488,81,,,unmatched_a_extra
488,88,,,unmatched_a_extra
489,89,72,11.8,matched
489,92,,,unmatched_a_extra
489,81,,,unmatched_a_extra
489,88,,,unmatched_a_extra
490,89,72,15.0,matched
490,92,,,unmatched_a_extra
490,81,,,unmatched_a_extra
490,88,,,unmatched_a_extra
491,89,72,29.2,matched
491,92,,,unmatched_a_extra
491,81,,,unmatched_a_extra
491,88,,,unmatched_a_extra
492,89,72,32.1,matched
492,92,,,unmatched_a_extra
492,81,,,unmatched_a_extra
492,88,,,unmatched_a_extra
493,89,72,29.7,matched
493,92,,,unmatched_a_extra
493,81,,,unmatched_a_extra
493,88,,,unmatched_a_extra
494,89,72,22.5,matched
494,92,,,unmatched_a_extra
494,81,,,unmatched_a_extra
494,88,,,unmatched_a_extra
495,89,72,25.2,matched
495,92,,,unmatched_a_extra
495,81,,,unmatched_a_extra
495,88,,,unmatched_a_extra
496,89,72,41.7,matched
496,92,,,unmatched_a_extra
496,81,,,unmatched_a_extra
496,88,,,unmatched_a_extra
497,89,72,45.7,matched
497,81,,,unmatched_a_extra
497,88,,,unmatched_a_extra
498,89,72,49.8,matched
498,81,,,unmatched_a_extra
498,88,,,unmatched_a_extra
499,89,72,59.4,matched
499,81,,,unmatched_a_extra
499,88,,,unmatched_a_extra
500,89,72,68.3,matched
500,81,,,unmatched_a_extra
500,88,,,unmatched_a_extra
500,92,,,unmatched_a_extra
501,89,72,78.2,matched
501,81,,,unmatched_a_extra
501,88,,,unmatched_a_extra
501,92,,,unmatched_a_extra
502,89,72,72.9,matched
502,81,,,unmatched_a_extra
502,88,,,unmatched_a_extra
502,92,,,unmatched_a_extra
502,97,,,unmatched_a_extra
503,89,72,75.1,matched
503,81,,,unmatched_a_extra
503,88,,,unmatched_a_extra
503,92,,,unmatched_a_extra
503,97,,,unmatched_a_extra
504,89,72,86.2,matched
504,81,,,unmatched_a_extra
504,88,,,unmatched_a_extra
504,92,,,unmatched_a_extra
504,97,,,unmatched_a_extra
504,98,,,unmatched_a_extra
505,89,72,104.6,matched
505,81,,,unmatched_a_extra
505,92,,,unmatched_a_extra
505,97,,,unmatched_a_extra
505,98,,,unmatched_a_extra
506,89,72,115.1,matched
506,81,,,unmatched_a_extra
506,92,,,unmatched_a_extra
506,97,,,unmatched_a_extra
506,98,,,unmatched_a_extra
507,89,72,114.5,matched
507,81,,,unmatched_a_extra
507,92,,,unmatched_a_extra
507,97,,,unmatched_a_extra
507,88,,,unmatched_a_extra
508,89,72,124.2,matched
508,81,,,unmatched_a_extra
508,92,,,unmatched_a_extra
508,97,,,unmatched_a_extra
508,102,,,unmatched_a_extra
508,88,,,unmatched_a_extra
509,89,72,163.6,rejected_too_far
509,81,,,unmatched_a_extra
509,92,,,unmatched_a_extra
509,97,,,unmatched_a_extra
509,102,,,unmatched_a_extra
509,88,,,unmatched_a_extra
510,89,72,195.8,rejected_too_far
510,81,,,unmatched_a_extra
510,92,,,unmatched_a_extra
510,97,,,unmatched_a_extra
510,102,,,unmatched_a_extra
510,88,,,unmatched_a_extra
511,89,72,197.5,rejected_too_far
511,81,,,unmatched_a_extra
511,92,,,unmatched_a_extra
511,97,,,unmatched_a_extra
511,102,,,unmatched_a_extra
511,88,,,unmatched_a_extra
511,107,,,unmatched_a_extra
512,89,72,198.5,rejected_too_far
512,81,,,unmatched_a_extra
512,92,,,unmatched_a_extra
512,97,,,unmatched_a_extra
512,102,,,unmatched_a_extra
512,88,,,unmatched_a_extra
513,89,72,201.5,rejected_too_far
513,81,,,unmatched_a_extra
513,92,,,unmatched_a_extra
513,97,,,unmatched_a_extra
513,102,,,unmatched_a_extra
513,88,,,unmatched_a_extra
514,89,72,272.0,rejected_too_far
514,81,,,unmatched_a_extra
514,92,,,unmatched_a_extra
514,97,,,unmatched_a_extra
514,102,,,unmatched_a_extra
514,88,,,unmatched_a_extra
515,89,72,301.5,rejected_too_far
515,81,,,unmatched_a_extra
515,92,,,unmatched_a_extra
515,97,,,unmatched_a_extra
515,102,,,unmatched_a_extra
515,88,,,unmatched_a_extra
516,89,72,315.9,rejected_too_far
516,81,,,unmatched_a_extra
516,92,,,unmatched_a_extra
516,97,,,unmatched_a_extra
516,102,,,unmatched_a_extra
516,88,,,unmatched_a_extra
517,89,72,356.0,rejected_too_far
517,81,,,unmatched_a_extra
517,92,,,unmatched_a_extra
517,97,,,unmatched_a_extra
517,102,,,unmatched_a_extra
517,88,,,unmatched_a_extra
518,89,72,427.6,rejected_too_far
518,81,,,unmatched_a_extra
518,92,,,unmatched_a_extra
518,97,,,unmatched_a_extra
518,102,,,unmatched_a_extra
518,88,,,unmatched_a_extra
519,89,72,476.2,rejected_too_far
519,92,77,71.5,matched
519,81,,,unmatched_a_extra
519,97,,,unmatched_a_extra
519,102,,,unmatched_a_extra
519,88,,,unmatched_a_extra
520,92,77,80.7,matched
520,81,,,unmatched_a_extra
520,89,,,unmatched_a_extra
520,97,,,unmatched_a_extra
520,102,,,unmatched_a_extra
520,88,,,unmatched_a_extra
521,92,77,75.5,matched
521,81,,,unmatched_a_extra
521,89,,,unmatched_a_extra
521,97,,,unmatched_a_extra
521,102,,,unmatched_a_extra
521,88,,,unmatched_a_extra
522,92,77,58.3,matched
522,89,,,unmatched_a_extra
522,97,,,unmatched_a_extra
522,102,,,unmatched_a_extra
522,88,,,unmatched_a_extra
523,97,77,60.3,matched
523,89,,,unmatched_a_extra
523,92,,,unmatched_a_extra
523,102,,,unmatched_a_extra
523,88,,,unmatched_a_extra
524,97,77,63.9,matched
524,88,78,96.9,matched
524,89,,,unmatched_a_extra
524,92,,,unmatched_a_extra
524,102,,,unmatched_a_extra
525,97,77,69.2,matched
525,88,78,99.2,matched
525,89,,,unmatched_a_extra
525,92,,,unmatched_a_extra
525,102,,,unmatched_a_extra
526,92,77,59.6,matched
526,88,78,100.4,matched
526,89,,,unmatched_a_extra
526,97,,,unmatched_a_extra
526,102,,,unmatched_a_extra
527,92,77,45.9,matched
527,88,78,109.1,matched
527,89,,,unmatched_a_extra
527,97,,,unmatched_a_extra
527,102,,,unmatched_a_extra
527,113,,,unmatched_a_extra
528,92,77,50.4,matched
528,97,78,97.7,matched
528,89,,,unmatched_a_extra
528,102,,,unmatched_a_extra
528,88,,,unmatched_a_extra
529,92,77,50.9,matched
529,97,78,91.4,matched
529,89,,,unmatched_a_extra
529,102,,,unmatched_a_extra
529,88,,,unmatched_a_extra
530,92,77,46.2,matched
530,97,78,88.6,matched
530,89,,,unmatched_a_extra
530,102,,,unmatched_a_extra
530,88,,,unmatched_a_extra
531,92,77,31.9,matched
531,97,78,78.4,matched
531,89,,,unmatched_a_extra
531,102,,,unmatched_a_extra
531,88,,,unmatched_a_extra
531,115,,,unmatched_a_extra
532,92,77,21.4,matched
532,97,78,67.1,matched
532,89,,,unmatched_a_extra
532,102,,,unmatched_a_extra
532,88,,,unmatched_a_extra
532,115,,,unmatched_a_extra
533,92,77,20.7,matched
533,97,78,55.8,matched
533,89,,,unmatched_a_extra
533,102,,,unmatched_a_extra
533,88,,,unmatched_a_extra
533,115,,,unmatched_a_extra
534,92,77,25.9,matched
534,97,78,60.1,matched
534,89,,,unmatched_a_extra
534,102,,,unmatched_a_extra
534,88,,,unmatched_a_extra
534,115,,,unmatched_a_extra
535,92,77,31.5,matched
535,97,78,55.0,matched
535,89,,,unmatched_a_extra
535,102,,,unmatched_a_extra
535,88,,,unmatched_a_extra
535,115,,,unmatched_a_extra
536,92,77,19.1,matched
536,97,78,46.2,matched
536,89,,,unmatched_a_extra
536,102,,,unmatched_a_extra
536,88,,,unmatched_a_extra
536,115,,,unmatched_a_extra
537,92,77,5.1,matched
537,97,78,34.7,matched
537,89,,,unmatched_a_extra
537,102,,,unmatched_a_extra
537,88,,,unmatched_a_extra
537,115,,,unmatched_a_extra
538,92,77,20.1,matched
538,97,78,42.5,matched
538,89,,,unmatched_a_extra
538,102,,,unmatched_a_extra
538,88,,,unmatched_a_extra
538,115,,,unmatched_a_extra
